# Renewables.ninja Wind power (Point API) - 55.788, 12.538 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.78759154008641"""," ""lon"": ""12.537795731694663"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity,MW,,,,,,,,,,
05/12/2019 04.00,05/12/2019 05.00,312986.898,,,,,,,,,,,
05/12/2019 05.00,05/12/2019 06.00,330521.291,,,,,,,,,,,
05/12/2019 06.00,05/12/2019 07.00,341695.617,,,,,,,,,,,
05/12/2019 07.00,05/12/2019 08.00,354551.551,,,,,,,,,,,
05/12/2019 08.00,05/12/2019 09.00,363998.829,,,,,,,,,,,
05/12/2019 09.00,05/12/2019 10.00,397004.527,,,,,,,,,,,
05/12/2019 10.00,05/12/2019 11.00,411516.93,,,,,,,,,,,
05/12/2019 11.00,05/12/2019 12.00,415452.001,,,,,,,,,,,
05/12/2019 12.00,05/12/2019 13.00,414804.382,,,,,,,,,,,
05/12/2019 13.00,05/12/2019 14.00,415562.252,,,,,,,,,,,
05/12/2019 14.00,05/12/2019 15.00,424958.634,,,,,,,,,,,
05/12/2019 15.00,05/12/2019 16.00,435620.547,,,,,,,,,,,
05/12/2019 16.00,05/12/2019 17.00,444187.689,,,,,,,,,,,
05/12/2019 17.00,05/12/2019 18.00,452824.232,,,,,,,,,,,
05/12/2019 18.00,05/12/2019 19.00,453285.711,,,,,,,,,,,
05/12/2019 19.00,05/12/2019 20.00,461668.714,,,,,,,,,,,
05/12/2019 20.00,05/12/2019 21.00,472220.238,,,,,,,,,,,
05/12/2019 21.00,05/12/2019 22.00,481588.36,,,,,,,,,,,
05/12/2019 22.00,05/12/2019 23.00,488407.648,,,,,,,,,,,
05/12/2019 23.00,06/12/2019 00.00,492253.435,,,,,,,,,,,
06/12/2019 00.00,06/12/2019 01.00,494325.012,,,,,,,,,,,
06/12/2019 01.00,06/12/2019 02.00,495462.927,,,,,,,,,,,
06/12/2019 02.00,06/12/2019 03.00,495669.654,,,,,,,,,,,
06/12/2019 03.00,06/12/2019 04.00,495631.69,,,,,,,,,,,
06/12/2019 04.00,06/12/2019 05.00,495669.332,,,,,,,,,,,
06/12/2019 05.00,06/12/2019 06.00,495003.595,,,,,,,,,,,
06/12/2019 06.00,06/12/2019 07.00,491250.288,,,,,,,,,,,
06/12/2019 07.00,06/12/2019 08.00,485560.057,,,,,,,,,,,
06/12/2019 08.00,06/12/2019 09.00,481464.109,,,,,,,,,,,
06/12/2019 09.00,06/12/2019 10.00,477821.311,,,,,,,,,,,
06/12/2019 10.00,06/12/2019 11.00,469702.815,,,,,,,,,,,
06/12/2019 11.00,06/12/2019 12.00,461183.038,,,,,,,,,,,
06/12/2019 12.00,06/12/2019 13.00,454380.735,,,,,,,,,,,
06/12/2019 13.00,06/12/2019 14.00,445488.232,,,,,,,,,,,
06/12/2019 14.00,06/12/2019 15.00,438640.843,,,,,,,,,,,
06/12/2019 15.00,06/12/2019 16.00,434222.623,,,,,,,,,,,
06/12/2019 16.00,06/12/2019 17.00,425896.398,,,,,,,,,,,
06/12/2019 17.00,06/12/2019 18.00,427769.742,,,,,,,,,,,
06/12/2019 18.00,06/12/2019 19.00,437977.267,,,,,,,,,,,
06/12/2019 19.00,06/12/2019 20.00,447404.414,,,,,,,,,,,
06/12/2019 20.00,06/12/2019 21.00,451334.146,,,,,,,,,,,
06/12/2019 21.00,06/12/2019 22.00,453432.833,,,,,,,,,,,
06/12/2019 22.00,06/12/2019 23.00,453553.169,,,,,,,,,,,
06/12/2019 23.00,07/12/2019 00.00,448451.263,,,,,,,,,,,
07/12/2019 00.00,07/12/2019 01.00,444507.182,,,,,,,,,,,
07/12/2019 01.00,07/12/2019 02.00,436181.763,,,,,,,,,,,
07/12/2019 02.00,07/12/2019 03.00,429787.131,,,,,,,,,,,
07/12/2019 03.00,07/12/2019 04.00,424635.418,,,,,,,,,,,
07/12/2019 04.00,07/12/2019 05.00,416542.61,,,,,,,,,,,
07/12/2019 05.00,07/12/2019 06.00,406375.604,,,,,,,,,,,
07/12/2019 06.00,07/12/2019 07.00,411616.275,,,,,,,,,,,
07/12/2019 07.00,07/12/2019 08.00,460155.136,,,,,,,,,,,
07/12/2019 08.00,07/12/2019 09.00,471389.157,,,,,,,,,,,
07/12/2019 09.00,07/12/2019 10.00,473333.847,,,,,,,,,,,
07/12/2019 10.00,07/12/2019 11.00,475297.076,,,,,,,,,,,
07/12/2019 11.00,07/12/2019 12.00,478822.597,,,,,,,,,,,
07/12/2019 12.00,07/12/2019 13.00,480342.384,,,,,,,,,,,
07/12/2019 13.00,07/12/2019 14.00,474872.394,,,,,,,,,,,
07/12/2019 14.00,07/12/2019 15.00,470305.982,,,,,,,,,,,
07/12/2019 15.00,07/12/2019 16.00,467946.678,,,,,,,,,,,
07/12/2019 16.00,07/12/2019 17.00,458394.368,,,,,,,,,,,
07/12/2019 17.00,07/12/2019 18.00,435009.329,,,,,,,,,,,
07/12/2019 18.00,07/12/2019 19.00,417982.815,,,,,,,,,,,
07/12/2019 19.00,07/12/2019 20.00,390227.035,,,,,,,,,,,
07/12/2019 20.00,07/12/2019 21.00,355122.06,,,,,,,,,,,
07/12/2019 21.00,07/12/2019 22.00,322047.483,,,,,,,,,,,
07/12/2019 22.00,07/12/2019 23.00,294389.075,,,,,,,,,,,
07/12/2019 23.00,08/12/2019 00.00,271655.309,,,,,,,,,,,
08/12/2019 00.00,08/12/2019 01.00,273516.963,,,,,,,,,,,
08/12/2019 01.00,08/12/2019 02.00,322038.852,,,,,,,,,,,
08/12/2019 02.00,08/12/2019 03.00,384106.938,,,,,,,,,,,
08/12/2019 03.00,08/12/2019 04.00,419441.626,,,,,,,,,,,
08/12/2019 04.00,08/12/2019 05.00,450712.701,,,,,,,,,,,
08/12/2019 05.00,08/12/2019 06.00,477549.138,,,,,,,,,,,
08/12/2019 06.00,08/12/2019 07.00,485108.685,,,,,,,,,,,
08/12/2019 07.00,08/12/2019 08.00,490298.969,,,,,,,,,,,
08/12/2019 08.00,08/12/2019 09.00,495583.264,,,,,,,,,,,
08/12/2019 09.00,08/12/2019 10.00,492869.394,,,,,,,,,,,
08/12/2019 10.00,08/12/2019 11.00,492971.756,,,,,,,,,,,
08/12/2019 11.00,08/12/2019 12.00,495133.656,,,,,,,,,,,
08/12/2019 12.00,08/12/2019 13.00,493591.929,,,,,,,,,,,
08/12/2019 13.00,08/12/2019 14.00,487270.108,,,,,,,,,,,
08/12/2019 14.00,08/12/2019 15.00,479643.575,,,,,,,,,,,
08/12/2019 15.00,08/12/2019 16.00,468862.644,,,,,,,,,,,
08/12/2019 16.00,08/12/2019 17.00,466131.324,,,,,,,,,,,
08/12/2019 17.00,08/12/2019 18.00,467697.89,,,,,,,,,,,
08/12/2019 18.00,08/12/2019 19.00,473150.576,,,,,,,,,,,
08/12/2019 19.00,08/12/2019 20.00,479106.498,,,,,,,,,,,
08/12/2019 20.00,08/12/2019 21.00,478524.465,,,,,,,,,,,
08/12/2019 21.00,08/12/2019 22.00,476613.251,,,,,,,,,,,
08/12/2019 22.00,08/12/2019 23.00,476503.171,,,,,,,,,,,
08/12/2019 23.00,09/12/2019 00.00,475508.777,,,,,,,,,,,
09/12/2019 00.00,09/12/2019 01.00,473474.753,,,,,,,,,,,
09/12/2019 01.00,09/12/2019 02.00,472088.33,,,,,,,,,,,
09/12/2019 02.00,09/12/2019 03.00,468221.98,,,,,,,,,,,
09/12/2019 03.00,09/12/2019 04.00,465189.165,,,,,,,,,,,
09/12/2019 04.00,09/12/2019 05.00,460596.791,,,,,,,,,,,
09/12/2019 05.00,09/12/2019 06.00,460130.975,,,,,,,,,,,
09/12/2019 06.00,09/12/2019 07.00,456638.351,,,,,,,,,,,
09/12/2019 07.00,09/12/2019 08.00,456109.738,,,,,,,,,,,
09/12/2019 08.00,09/12/2019 09.00,458276.575,,,,,,,,,,,
09/12/2019 09.00,09/12/2019 10.00,461946.454,,,,,,,,,,,
09/12/2019 10.00,09/12/2019 11.00,464579.341,,,,,,,,,,,
09/12/2019 11.00,09/12/2019 12.00,463694.425,,,,,,,,,,,
09/12/2019 12.00,09/12/2019 13.00,462466.477,,,,,,,,,,,
09/12/2019 13.00,09/12/2019 14.00,458515.625,,,,,,,,,,,
09/12/2019 14.00,09/12/2019 15.00,456474.27,,,,,,,,,,,
09/12/2019 15.00,09/12/2019 16.00,460620.151,,,,,,,,,,,
09/12/2019 16.00,09/12/2019 17.00,458265.167,,,,,,,,,,,
09/12/2019 17.00,09/12/2019 18.00,462841.643,,,,,,,,,,,
09/12/2019 18.00,09/12/2019 19.00,462932.913,,,,,,,,,,,
09/12/2019 19.00,09/12/2019 20.00,477465.449,,,,,,,,,,,
09/12/2019 20.00,09/12/2019 21.00,488089.693,,,,,,,,,,,
09/12/2019 21.00,09/12/2019 22.00,493640.687,,,,,,,,,,,
09/12/2019 22.00,09/12/2019 23.00,493848.455,,,,,,,,,,,
09/12/2019 23.00,10/12/2019 00.00,491953.274,,,,,,,,,,,
10/12/2019 00.00,10/12/2019 01.00,483310.718,,,,,,,,,,,
10/12/2019 01.00,10/12/2019 02.00,463583.013,,,,,,,,,,,
10/12/2019 02.00,10/12/2019 03.00,445559.472,,,,,,,,,,,
10/12/2019 03.00,10/12/2019 04.00,421882.788,,,,,,,,,,,
10/12/2019 04.00,10/12/2019 05.00,365605.756,,,,,,,,,,,
10/12/2019 05.00,10/12/2019 06.00,292359.357,,,,,,,,,,,
10/12/2019 06.00,10/12/2019 07.00,197298.983,,,,,,,,,,,
10/12/2019 07.00,10/12/2019 08.00,90829.564,,,,,,,,,,,
10/12/2019 08.00,10/12/2019 09.00,55455.42,,,,,,,,,,,
10/12/2019 09.00,10/12/2019 10.00,59374.914,,,,,,,,,,,
10/12/2019 10.00,10/12/2019 11.00,54792.083,,,,,,,,,,,
10/12/2019 11.00,10/12/2019 12.00,73972.251,,,,,,,,,,,
10/12/2019 12.00,10/12/2019 13.00,118158.967,,,,,,,,,,,
10/12/2019 13.00,10/12/2019 14.00,171770.245,,,,,,,,,,,
10/12/2019 14.00,10/12/2019 15.00,245551.19,,,,,,,,,,,
10/12/2019 15.00,10/12/2019 16.00,317790.026,,,,,,,,,,,
10/12/2019 16.00,10/12/2019 17.00,358916.225,,,,,,,,,,,
10/12/2019 17.00,10/12/2019 18.00,381277.677,,,,,,,,,,,
10/12/2019 18.00,10/12/2019 19.00,406104.454,,,,,,,,,,,
10/12/2019 19.00,10/12/2019 20.00,428521.439,,,,,,,,,,,
10/12/2019 20.00,10/12/2019 21.00,447803.282,,,,,,,,,,,
10/12/2019 21.00,10/12/2019 22.00,458520.608,,,,,,,,,,,
10/12/2019 22.00,10/12/2019 23.00,465750.542,,,,,,,,,,,
10/12/2019 23.00,11/12/2019 00.00,481378.197,,,,,,,,,,,
11/12/2019 00.00,11/12/2019 01.00,483909.655,,,,,,,,,,,
11/12/2019 01.00,11/12/2019 02.00,491690.414,,,,,,,,,,,
11/12/2019 02.00,11/12/2019 03.00,492157.944,,,,,,,,,,,
11/12/2019 03.00,11/12/2019 04.00,490716.962,,,,,,,,,,,
11/12/2019 04.00,11/12/2019 05.00,485970.616,,,,,,,,,,,
11/12/2019 05.00,11/12/2019 06.00,475834.153,,,,,,,,,,,
11/12/2019 06.00,11/12/2019 07.00,461510.158,,,,,,,,,,,
11/12/2019 07.00,11/12/2019 08.00,439625.031,,,,,,,,,,,
11/12/2019 08.00,11/12/2019 09.00,405858.988,,,,,,,,,,,
11/12/2019 09.00,11/12/2019 10.00,369389.321,,,,,,,,,,,
11/12/2019 10.00,11/12/2019 11.00,339544.771,,,,,,,,,,,
11/12/2019 11.00,11/12/2019 12.00,306417.807,,,,,,,,,,,
11/12/2019 12.00,11/12/2019 13.00,273446.916,,,,,,,,,,,
11/12/2019 13.00,11/12/2019 14.00,225410.913,,,,,,,,,,,
11/12/2019 14.00,11/12/2019 15.00,200256.853,,,,,,,,,,,
11/12/2019 15.00,11/12/2019 16.00,195509.834,,,,,,,,,,,
11/12/2019 16.00,11/12/2019 17.00,192962.562,,,,,,,,,,,
11/12/2019 17.00,11/12/2019 18.00,189473.092,,,,,,,,,,,
11/12/2019 18.00,11/12/2019 19.00,188129.742,,,,,,,,,,,
11/12/2019 19.00,11/12/2019 20.00,179526.304,,,,,,,,,,,
11/12/2019 20.00,11/12/2019 21.00,159880.005,,,,,,,,,,,
11/12/2019 21.00,11/12/2019 22.00,144459.7,,,,,,,,,,,
11/12/2019 22.00,11/12/2019 23.00,129533.677,,,,,,,,,,,
11/12/2019 23.00,12/12/2019 00.00,115350.693,,,,,,,,,,,
12/12/2019 00.00,12/12/2019 01.00,99891.244,,,,,,,,,,,
12/12/2019 01.00,12/12/2019 02.00,92032.506,,,,,,,,,,,
12/12/2019 02.00,12/12/2019 03.00,96707.234,,,,,,,,,,,
12/12/2019 03.00,12/12/2019 04.00,98192.108,,,,,,,,,,,
12/12/2019 04.00,12/12/2019 05.00,95147.871,,,,,,,,,,,
12/12/2019 05.00,12/12/2019 06.00,93068.167,,,,,,,,,,,
12/12/2019 06.00,12/12/2019 07.00,91549.13,,,,,,,,,,,
12/12/2019 07.00,12/12/2019 08.00,89060.621,,,,,,,,,,,
12/12/2019 08.00,12/12/2019 09.00,94281.497,,,,,,,,,,,
12/12/2019 09.00,12/12/2019 10.00,114187.056,,,,,,,,,,,
12/12/2019 10.00,12/12/2019 11.00,139003.227,,,,,,,,,,,
12/12/2019 11.00,12/12/2019 12.00,173105.514,,,,,,,,,,,
12/12/2019 12.00,12/12/2019 13.00,216810.097,,,,,,,,,,,
12/12/2019 13.00,12/12/2019 14.00,242609.604,,,,,,,,,,,
12/12/2019 14.00,12/12/2019 15.00,262672.939,,,,,,,,,,,
12/12/2019 15.00,12/12/2019 16.00,281083.708,,,,,,,,,,,
12/12/2019 16.00,12/12/2019 17.00,294765.349,,,,,,,,,,,
12/12/2019 17.00,12/12/2019 18.00,301609.343,,,,,,,,,,,
12/12/2019 18.00,12/12/2019 19.00,300611.294,,,,,,,,,,,
12/12/2019 19.00,12/12/2019 20.00,305838.276,,,,,,,,,,,
12/12/2019 20.00,12/12/2019 21.00,306104.604,,,,,,,,,,,
12/12/2019 21.00,12/12/2019 22.00,299324.494,,,,,,,,,,,
12/12/2019 22.00,12/12/2019 23.00,308937.665,,,,,,,,,,,
12/12/2019 23.00,13/12/2019 00.00,341093.598,,,,,,,,,,,
13/12/2019 00.00,13/12/2019 01.00,368577.481,,,,,,,,,,,
13/12/2019 01.00,13/12/2019 02.00,384903.285,,,,,,,,,,,
13/12/2019 02.00,13/12/2019 03.00,393210.006,,,,,,,,,,,
13/12/2019 03.00,13/12/2019 04.00,408541.482,,,,,,,,,,,
13/12/2019 04.00,13/12/2019 05.00,418635.978,,,,,,,,,,,
13/12/2019 05.00,13/12/2019 06.00,425013.765,,,,,,,,,,,
13/12/2019 06.00,13/12/2019 07.00,432316.97,,,,,,,,,,,
13/12/2019 07.00,13/12/2019 08.00,435064.212,,,,,,,,,,,
13/12/2019 08.00,13/12/2019 09.00,429719.806,,,,,,,,,,,
13/12/2019 09.00,13/12/2019 10.00,428454.141,,,,,,,,,,,
13/12/2019 10.00,13/12/2019 11.00,424265.333,,,,,,,,,,,
13/12/2019 11.00,13/12/2019 12.00,407595.092,,,,,,,,,,,
13/12/2019 12.00,13/12/2019 13.00,385140.709,,,,,,,,,,,
13/12/2019 13.00,13/12/2019 14.00,371113.023,,,,,,,,,,,
13/12/2019 14.00,13/12/2019 15.00,373930.938,,,,,,,,,,,
13/12/2019 15.00,13/12/2019 16.00,373960.952,,,,,,,,,,,
13/12/2019 16.00,13/12/2019 17.00,359984.3,,,,,,,,,,,
13/12/2019 17.00,13/12/2019 18.00,345861.496,,,,,,,,,,,
13/12/2019 18.00,13/12/2019 19.00,318654.031,,,,,,,,,,,
13/12/2019 19.00,13/12/2019 20.00,279337.29,,,,,,,,,,,
13/12/2019 20.00,13/12/2019 21.00,249237.926,,,,,,,,,,,
13/12/2019 21.00,13/12/2019 22.00,218749.266,,,,,,,,,,,
13/12/2019 22.00,13/12/2019 23.00,198894.733,,,,,,,,,,,
13/12/2019 23.00,14/12/2019 00.00,189119.889,,,,,,,,,,,
14/12/2019 00.00,14/12/2019 01.00,202060.135,,,,,,,,,,,
14/12/2019 01.00,14/12/2019 02.00,231307.066,,,,,,,,,,,
14/12/2019 02.00,14/12/2019 03.00,255161.109,,,,,,,,,,,
14/12/2019 03.00,14/12/2019 04.00,274862.896,,,,,,,,,,,
14/12/2019 04.00,14/12/2019 05.00,285553.335,,,,,,,,,,,
14/12/2019 05.00,14/12/2019 06.00,288863.457,,,,,,,,,,,
14/12/2019 06.00,14/12/2019 07.00,282894.745,,,,,,,,,,,
14/12/2019 07.00,14/12/2019 08.00,276365.025,,,,,,,,,,,
14/12/2019 08.00,14/12/2019 09.00,262674.826,,,,,,,,,,,
14/12/2019 09.00,14/12/2019 10.00,255161.964,,,,,,,,,,,
14/12/2019 10.00,14/12/2019 11.00,247297.371,,,,,,,,,,,
14/12/2019 11.00,14/12/2019 12.00,242102.726,,,,,,,,,,,
14/12/2019 12.00,14/12/2019 13.00,247327.706,,,,,,,,,,,
14/12/2019 13.00,14/12/2019 14.00,278220.613,,,,,,,,,,,
14/12/2019 14.00,14/12/2019 15.00,342056.988,,,,,,,,,,,
14/12/2019 15.00,14/12/2019 16.00,372635.386,,,,,,,,,,,
14/12/2019 16.00,14/12/2019 17.00,383066.353,,,,,,,,,,,
14/12/2019 17.00,14/12/2019 18.00,384280.549,,,,,,,,,,,
14/12/2019 18.00,14/12/2019 19.00,396776.031,,,,,,,,,,,
14/12/2019 19.00,14/12/2019 20.00,424261.891,,,,,,,,,,,
14/12/2019 20.00,14/12/2019 21.00,465351.91,,,,,,,,,,,
14/12/2019 21.00,14/12/2019 22.00,477440.561,,,,,,,,,,,
14/12/2019 22.00,14/12/2019 23.00,481687.972,,,,,,,,,,,
14/12/2019 23.00,15/12/2019 00.00,484859.005,,,,,,,,,,,
15/12/2019 00.00,15/12/2019 01.00,486943.6,,,,,,,,,,,
15/12/2019 01.00,15/12/2019 02.00,484847.103,,,,,,,,,,,
15/12/2019 02.00,15/12/2019 03.00,476505.322,,,,,,,,,,,
15/12/2019 03.00,15/12/2019 04.00,452924.295,,,,,,,,,,,
15/12/2019 04.00,15/12/2019 05.00,394070.357,,,,,,,,,,,
15/12/2019 05.00,15/12/2019 06.00,351008.98,,,,,,,,,,,
15/12/2019 06.00,15/12/2019 07.00,361033.185,,,,,,,,,,,
15/12/2019 07.00,15/12/2019 08.00,385948.52,,,,,,,,,,,
15/12/2019 08.00,15/12/2019 09.00,403017.471,,,,,,,,,,,
15/12/2019 09.00,15/12/2019 10.00,435672.184,,,,,,,,,,,
15/12/2019 10.00,15/12/2019 11.00,474167.533,,,,,,,,,,,
15/12/2019 11.00,15/12/2019 12.00,475174,,,,,,,,,,,
15/12/2019 12.00,15/12/2019 13.00,484423.919,,,,,,,,,,,
15/12/2019 13.00,15/12/2019 14.00,495395.245,,,,,,,,,,,
15/12/2019 14.00,15/12/2019 15.00,492521.376,,,,,,,,,,,
15/12/2019 15.00,15/12/2019 16.00,471184.928,,,,,,,,,,,
15/12/2019 16.00,15/12/2019 17.00,437262.5,,,,,,,,,,,
15/12/2019 17.00,15/12/2019 18.00,454545.66,,,,,,,,,,,
15/12/2019 18.00,15/12/2019 19.00,480530.017,,,,,,,,,,,
15/12/2019 19.00,15/12/2019 20.00,492868.901,,,,,,,,,,,
15/12/2019 20.00,15/12/2019 21.00,495664.781,,,,,,,,,,,
15/12/2019 21.00,15/12/2019 22.00,491138.726,,,,,,,,,,,
15/12/2019 22.00,15/12/2019 23.00,473726.494,,,,,,,,,,,
15/12/2019 23.00,16/12/2019 00.00,441424.975,,,,,,,,,,,
16/12/2019 00.00,16/12/2019 01.00,403021.273,,,,,,,,,,,
16/12/2019 01.00,16/12/2019 02.00,382825.743,,,,,,,,,,,
16/12/2019 02.00,16/12/2019 03.00,358596.607,,,,,,,,,,,
16/12/2019 03.00,16/12/2019 04.00,342375.836,,,,,,,,,,,
16/12/2019 04.00,16/12/2019 05.00,310817.415,,,,,,,,,,,
16/12/2019 05.00,16/12/2019 06.00,307665.866,,,,,,,,,,,
16/12/2019 06.00,16/12/2019 07.00,322045.835,,,,,,,,,,,
16/12/2019 07.00,16/12/2019 08.00,339894.128,,,,,,,,,,,
16/12/2019 08.00,16/12/2019 09.00,365002.549,,,,,,,,,,,
16/12/2019 09.00,16/12/2019 10.00,374702.575,,,,,,,,,,,
16/12/2019 10.00,16/12/2019 11.00,378184.292,,,,,,,,,,,
16/12/2019 11.00,16/12/2019 12.00,374858.789,,,,,,,,,,,
16/12/2019 12.00,16/12/2019 13.00,376033.714,,,,,,,,,,,
16/12/2019 13.00,16/12/2019 14.00,383420.272,,,,,,,,,,,
16/12/2019 14.00,16/12/2019 15.00,389291.233,,,,,,,,,,,
16/12/2019 15.00,16/12/2019 16.00,376886.753,,,,,,,,,,,
16/12/2019 16.00,16/12/2019 17.00,346234.334,,,,,,,,,,,
16/12/2019 17.00,16/12/2019 18.00,333606.584,,,,,,,,,,,
16/12/2019 18.00,16/12/2019 19.00,316476.144,,,,,,,,,,,
16/12/2019 19.00,16/12/2019 20.00,295734.387,,,,,,,,,,,
16/12/2019 20.00,16/12/2019 21.00,258717.105,,,,,,,,,,,
16/12/2019 21.00,16/12/2019 22.00,224946.694,,,,,,,,,,,
16/12/2019 22.00,16/12/2019 23.00,184531.09,,,,,,,,,,,
16/12/2019 23.00,17/12/2019 00.00,151295.902,,,,,,,,,,,
17/12/2019 00.00,17/12/2019 01.00,127492.342,,,,,,,,,,,
17/12/2019 01.00,17/12/2019 02.00,104024.737,,,,,,,,,,,
17/12/2019 02.00,17/12/2019 03.00,80958.112,,,,,,,,,,,
17/12/2019 03.00,17/12/2019 04.00,67790.769,,,,,,,,,,,
17/12/2019 04.00,17/12/2019 05.00,74287.351,,,,,,,,,,,
17/12/2019 05.00,17/12/2019 06.00,111825.097,,,,,,,,,,,
17/12/2019 06.00,17/12/2019 07.00,162692.177,,,,,,,,,,,
17/12/2019 07.00,17/12/2019 08.00,221161.211,,,,,,,,,,,
17/12/2019 08.00,17/12/2019 09.00,268246.174,,,,,,,,,,,
17/12/2019 09.00,17/12/2019 10.00,274863.459,,,,,,,,,,,
17/12/2019 10.00,17/12/2019 11.00,249868.732,,,,,,,,,,,
17/12/2019 11.00,17/12/2019 12.00,220652.127,,,,,,,,,,,
17/12/2019 12.00,17/12/2019 13.00,184700.769,,,,,,,,,,,
17/12/2019 13.00,17/12/2019 14.00,191538.403,,,,,,,,,,,
17/12/2019 14.00,17/12/2019 15.00,252831.045,,,,,,,,,,,
17/12/2019 15.00,17/12/2019 16.00,306594.25,,,,,,,,,,,
17/12/2019 16.00,17/12/2019 17.00,323827.316,,,,,,,,,,,
17/12/2019 17.00,17/12/2019 18.00,362913.522,,,,,,,,,,,
17/12/2019 18.00,17/12/2019 19.00,369679.649,,,,,,,,,,,
17/12/2019 19.00,17/12/2019 20.00,378993.339,,,,,,,,,,,
17/12/2019 20.00,17/12/2019 21.00,392735.515,,,,,,,,,,,
17/12/2019 21.00,17/12/2019 22.00,425162.738,,,,,,,,,,,
17/12/2019 22.00,17/12/2019 23.00,432283.94,,,,,,,,,,,
17/12/2019 23.00,18/12/2019 00.00,407594.639,,,,,,,,,,,
18/12/2019 00.00,18/12/2019 01.00,393205.085,,,,,,,,,,,
18/12/2019 01.00,18/12/2019 02.00,436843.159,,,,,,,,,,,
18/12/2019 02.00,18/12/2019 03.00,473891.669,,,,,,,,,,,
18/12/2019 03.00,18/12/2019 04.00,483677.199,,,,,,,,,,,
18/12/2019 04.00,18/12/2019 05.00,489955.653,,,,,,,,,,,
18/12/2019 05.00,18/12/2019 06.00,486798.145,,,,,,,,,,,
18/12/2019 06.00,18/12/2019 07.00,478515.345,,,,,,,,,,,
18/12/2019 07.00,18/12/2019 08.00,435662.969,,,,,,,,,,,
18/12/2019 08.00,18/12/2019 09.00,337015.752,,,,,,,,,,,
18/12/2019 09.00,18/12/2019 10.00,296404.85,,,,,,,,,,,
18/12/2019 10.00,18/12/2019 11.00,334143.776,,,,,,,,,,,
18/12/2019 11.00,18/12/2019 12.00,378468.503,,,,,,,,,,,
18/12/2019 12.00,18/12/2019 13.00,390943.214,,,,,,,,,,,
18/12/2019 13.00,18/12/2019 14.00,395769.384,,,,,,,,,,,
18/12/2019 14.00,18/12/2019 15.00,409060.425,,,,,,,,,,,
18/12/2019 15.00,18/12/2019 16.00,401254.523,,,,,,,,,,,
18/12/2019 16.00,18/12/2019 17.00,389630.608,,,,,,,,,,,
18/12/2019 17.00,18/12/2019 18.00,354639.352,,,,,,,,,,,
18/12/2019 18.00,18/12/2019 19.00,318491.161,,,,,,,,,,,
18/12/2019 19.00,18/12/2019 20.00,300797.124,,,,,,,,,,,
18/12/2019 20.00,18/12/2019 21.00,268786.688,,,,,,,,,,,
18/12/2019 21.00,18/12/2019 22.00,233840.828,,,,,,,,,,,
18/12/2019 22.00,18/12/2019 23.00,207939.866,,,,,,,,,,,
18/12/2019 23.00,19/12/2019 00.00,165791.935,,,,,,,,,,,
19/12/2019 00.00,19/12/2019 01.00,147435.009,,,,,,,,,,,
19/12/2019 01.00,19/12/2019 02.00,124351.563,,,,,,,,,,,
19/12/2019 02.00,19/12/2019 03.00,108704.386,,,,,,,,,,,
19/12/2019 03.00,19/12/2019 04.00,131675.321,,,,,,,,,,,
19/12/2019 04.00,19/12/2019 05.00,159938.991,,,,,,,,,,,
19/12/2019 05.00,19/12/2019 06.00,211155.928,,,,,,,,,,,
19/12/2019 06.00,19/12/2019 07.00,288279.07,,,,,,,,,,,
19/12/2019 07.00,19/12/2019 08.00,324598.347,,,,,,,,,,,
19/12/2019 08.00,19/12/2019 09.00,365924.441,,,,,,,,,,,
19/12/2019 09.00,19/12/2019 10.00,410197.461,,,,,,,,,,,
19/12/2019 10.00,19/12/2019 11.00,423254.327,,,,,,,,,,,
19/12/2019 11.00,19/12/2019 12.00,425341.88,,,,,,,,,,,
19/12/2019 12.00,19/12/2019 13.00,422580.851,,,,,,,,,,,
19/12/2019 13.00,19/12/2019 14.00,410293.724,,,,,,,,,,,
19/12/2019 14.00,19/12/2019 15.00,378707.17,,,,,,,,,,,
19/12/2019 15.00,19/12/2019 16.00,363346.813,,,,,,,,,,,
19/12/2019 16.00,19/12/2019 17.00,356280.257,,,,,,,,,,,
19/12/2019 17.00,19/12/2019 18.00,352613.966,,,,,,,,,,,
19/12/2019 18.00,19/12/2019 19.00,352024.943,,,,,,,,,,,
19/12/2019 19.00,19/12/2019 20.00,348814.351,,,,,,,,,,,
19/12/2019 20.00,19/12/2019 21.00,341103.97,,,,,,,,,,,
19/12/2019 21.00,19/12/2019 22.00,339623.094,,,,,,,,,,,
19/12/2019 22.00,19/12/2019 23.00,341139.251,,,,,,,,,,,
19/12/2019 23.00,20/12/2019 00.00,343687.26,,,,,,,,,,,
20/12/2019 00.00,20/12/2019 01.00,333394.033,,,,,,,,,,,
